url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost_for_two_people,reviews_list,menu_item,listed_in_type,listed_in_city,payMode,Discount,Capacity,Catering
https://www.zomato.com/bangalore/cafe-shuffle-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTY1Njc5IiwiMTg1OTMwNDQiLCIxODE0ODk0MSIsIjE4NDcwNzcxIiwxODcxNjA2MSwiMTg2MzI5NzciLCIxODIwMjk5NyIsIjU5MDkwIiwiMTg1NTkyMTEiLCIxODMyMzYzOSIsIjE4NTc0Mjc3IiwiMTg3MjM0OTQiLCIxODg2NzEyMiIsIjE4Njg4NDg5IiwiMTg1MjkwOTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,941/ 3rd FLOOR/ 21st Main/ 22nd Cross/ Banashankari 2nd stage/ Opposite to BDA complex/ Banashankari,Cafe Shuffle,Yes,Yes,4.2,150,+91 9742166777,Banashankari,Cafe,Cafe/ Italian/ Continental,600,"Rated 1.0'/ ""RATED- --Horrible. Not even kidding. We ordered BBQ chicken wings and chef's special pizza. They gave undercooked chicken wings and the sauce on it was not even BBQ sauce. It was some local sauce with little spices in it. Pizza hardly had toppings on it. Staffs were so irresponsible. We had to tell them to give us the plates and cups after waiting for so long time . Also food delivery is so late. You order it now/ you get it literally half an hour late.",notAvailable,Cafes,Banashankari,"CreditCard, DebitCard, Cash",35,120,no
https://www.zomato.com/bangalore/the-coffee-shack-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTkzMDQ0IiwiMTgxNDg5NDEiLCIxODQ3MDc3MSIsIjE4NzE2MDYxIiwxODYzMjk3NywiMTgyMDI5OTciLCI1OTA5MCIsIjE4NTU5MjExIiwiMTgzMjM2MzkiLCIxODU3NDI3NyIsIjE4NzIzNDk0IiwiMTg4NjcxMjIiLCIxODY4ODQ4OSIsIjE4NTI5MDkwIiwiNTYxNjYiLCI2MDkxOSIsIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,6th Block/ 3rd Stage/ Banashankari/ Bangalore,The Coffee Shack,Yes,Yes,4.2,164,+91 9731644212,Banashankari,Cafe,Cafe/ Chinese/ Continental/ Italian,500,"Rated 4.0'/ ""RATED-  Food - 4/5-Ambience - 3.5/5-Service - 3/5--Easily the best cafÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ© in the neighborhood and possibly the only one not including the CCD's that you find at the end of every road.-Appears to be a popular place for smokers to chill at/ as the smoking area looks very quaint and comfortable.-I would recommend their pancakes with chocolate syrup and ice cream which I've enjoyed everytime I've been there.",notAvailable,Cafes,Banashankari,Cash,30,150,yes
https://www.zomato.com/bangalore/caf-eleven-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MTQ4OTQxIiwiMTg0NzA3NzEiLCIxODcxNjA2MSIsIjE4NjMyOTc3IiwxODIwMjk5NywiNTkwOTAiLCIxODU1OTIxMSIsIjE4MzIzNjM5IiwiMTg1NzQyNzciLCIxODcyMzQ5NCIsIjE4ODY3MTIyIiwiMTg2ODg0ODkiLCIxODUyOTA5MCIsIjU2MTY2IiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,111/ Sapphire Toys Building/ 100 Feet Ring Road/ Banashankari/ Bangalore,Caf-Eleven,No,No,4.0,424,080 49577715,Banashankari,Cafe,Cafe/ Continental,450,"Rated 2.0'/ ""RATED-  This is a hookah cafe. It was not mentioned anywhere in the page that it was a hookah place. There's also no separate seating for non smokers. Horrible ambience. Ppl including waiters smoking hookah everywhere. I'm never gonna visit this place again. Also/ I found an eyelash in the hot chocolate shake. The hot and cold chocolate are below average.",notAvailable,Cafes,Banashankari,"NetBanking, CreditCard, DebitCard",30,180,no
https://www.zomato.com/SanchurroBangalore?context=eyJzZSI6eyJlIjpbIjE4NDcwNzcxIiwiMTg3MTYwNjEiLCIxODYzMjk3NyIsIjE4MjAyOTk3Iiw1OTA5MCwiMTg1NTkyMTEiLCIxODMyMzYzOSIsIjE4NTc0Mjc3IiwiMTg3MjM0OTQiLCIxODg2NzEyMiIsIjE4Njg4NDg5IiwiMTg1MjkwOTAiLCI1NjE2NiIsIjYwOTE5IiwiMTgzOTY3NjAiLCIxODU5MzUxOSIsIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,1112/ Next to KIMS Medical College/ 17th Cross/ 2nd Stage/ Banashankari/ Bangalore,San Churro Cafe,Yes,No,3.8,918,+91 9663487993,Banashankari,Cafe/ Casual Dining,Cafe/ Mexican/ Italian,800,"Rated 3.0'/ ""RATED-  Ambience is not that good enough and it's not a pocket friendly cafe and the quantity is not that good and desserts are too good enough ??..",notAvailable,Cafes,Banashankari,"GPay, PhonePe, Paytm",20,130,yes
https://www.zomato.com/bangalore/cafe-vivacity-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzE2MDYxIiwiMTg2MzI5NzciLCIxODIwMjk5NyIsIjU5MDkwIiwxODU1OTIxMSwiMTgzMjM2MzkiLCIxODU3NDI3NyIsIjE4NzIzNDk0IiwiMTg4NjcxMjIiLCIxODY4ODQ4OSIsIjE4NTI5MDkwIiwiNTYxNjYiLCI2MDkxOSIsIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,2303/ 21st Cross/ K R Road/ 2nd Stage/ Banashankari/ Bangalore,Cafe Vivacity,Yes,No,3.8,90,080 26768182 and  and +91 9845704455,Banashankari,Cafe,Cafe,650,Rated 2.0'/ 'RATED-  Not so good place as I was expecting from here. The ambience is quite ok but the food is not good at all and very slow service. There were only two people in the outlet to serve the customers/ not satisfied upto the mark.,notAvailable,Cafes,Banashankari,"CreditCard, DebitCard, Cash",25,140,no
https://www.zomato.com/bangalore/catch-up-ino-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjMyOTc3IiwiMTgyMDI5OTciLCI1OTA5MCIsIjE4NTU5MjExIiwxODMyMzYzOSwiMTg1NzQyNzciLCIxODcyMzQ5NCIsIjE4ODY3MTIyIiwiMTg2ODg0ODkiLCIxODUyOTA5MCIsIjU2MTY2IiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,241/ 4th Floor/ 100 Feet Ring Road/ Opposite Kamakya Theatre/ Banashankari/ Bangalore,Catch-up-ino,Yes,No,3.9,133,+91 9972988038 and  and +91 9900121238,Banashankari,Cafe,Cafe/ Fast Food/ Continental/ Chinese/ Momos,800,"Rated 1.0'/ ""RATED-  This place is right opposite to the theatre and remember you'll have to climb up all the way up to 4th floor as there's no lift. You will be tired by the time you reach unless you are a fitness freak.-Well for starters/ asked the man to give me his best shot of hookah so we could come back and surprisingly he gave us the worst of it. Asked for a strong but got a tasteless flavoured was a mix of 3.-Avoid masala french fries as they were bad/ it looked like he just put all the Mirchi he had in the kitchen..-I wish I would have taken the pic.-A cool place to hangout when your girl is getting a hair treatment in perimeter salon..-Nevertheless it was okay I hope they would improve their ambience and service.--Food - 1/5-Service - 2/5-Ambience - 3/5--Please follow my foodpage Instagram - whenfoodiesmet .",notAvailable,Cafes,Banashankari,"NetBanking, CreditCard, DebitCard",25,70,yes
https://www.zomato.com/bangalore/kirthis-biryani-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MjAyOTk3IiwiNTkwOTAiLCIxODU1OTIxMSIsIjE4MzIzNjM5IiwxODU3NDI3NywiMTg3MjM0OTQiLCIxODg2NzEyMiIsIjE4Njg4NDg5IiwiMTg1MjkwOTAiLCI1NjE2NiIsIjYwOTE5IiwiMTgzOTY3NjAiLCIxODU5MzUxOSIsIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,405/ 24th Cross/ 9th Main/ 2nd Stage/ Banashankari/ Bangalore,Kirthi's Biryani,Yes,No,3.8,144,080 26711554 and  and +91 9741406338,Banashankari,Cafe,Chinese/ Cafe/ Italian,700,"Rated 3.0'/ ""RATED-  New place.. though it's a biryani place/I tried Chinese food. Best thing is the quantity/ too good for the price. Food was kind of ok/not great. Definitely worth the price. A slight improvement with the taste will make the place a favourite.",notAvailable,Cafes,Banashankari,"Paytm, GPay",15,110,yes
https://www.zomato.com/bangalore/t3h-cafe-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU5MDkwIiwiMTg1NTkyMTEiLCIxODMyMzYzOSIsIjE4NTc0Mjc3IiwxODcyMzQ5NCwiMTg4NjcxMjIiLCIxODY4ODQ4OSIsIjE4NTI5MDkwIiwiNTYxNjYiLCI2MDkxOSIsIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,504/ CJ Venkata Das Road/ Padmanabhangar/ 2nd Stage/ Banashankari/ Bangalore,T3H Cafe,No,No,3.9,93,+91 8884726600,Banashankari,Cafe,Cafe/ Italian/ American,300,"Rated 4.0'/ ""RATED-  Happy to see such a cafe nearby to our house. It's not in bsk actually. It's very much diagnolly opposite to nu hospital (kidney foundatio",notAvailable,Cafes,Banashankari,"CreditCard, Cash",20,200,no
https://www.zomato.com/bangalore/360-atoms-restaurant-and-cafe-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTU5MjExIiwiMTgzMjM2MzkiLCIxODU3NDI3NyIsIjE4NzIzNDk0IiwxODg2NzEyMiwiMTg2ODg0ODkiLCIxODUyOTA5MCIsIjU2MTY2IiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,47/ 48 &49/ 3Rd Floor/ 21st Main Road/ 2nd Stage/ Banashankari/ Bangalore,360 Atoms Restaurant And Cafe,Yes,No,3.1,13,+91 9880594520,Banashankari,Cafe,Cafe/ Chinese/ Continental/ Italian,400,Rated 5.0'/ 'RATED-  Friendly staffs / nice ambience colourful lights / hanging skeletons reasonable price / nice music gud for group of friends enjoyed a lot ??????,notAvailable,Cafes,Banashankari,"GPay, PhonePe, Paytm",45,130,no
https://www.zomato.com/bangalore/the-vintage-cafe-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzIzNjM5IiwiMTg1NzQyNzciLCIxODcyMzQ5NCIsIjE4ODY3MTIyIiwxODY4ODQ4OSwiMTg1MjkwOTAiLCI1NjE2NiIsIjYwOTE5IiwiMTgzOTY3NjAiLCIxODU5MzUxOSIsIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,146/ 50 ft Road/ 3rd Phase/ 3rd Stage/ Near Katriguppe Water Tank Circle/ Banashankari/ Bangalore,The Vintage Cafe,Yes,No,3.0,62,+91 9880016665 and  and +91 8217311687,Banashankari,Cafe,Cafe/ French/ North Indian,400,"Rated 2.0'/ ""RATED-  This is a tiny cafÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ© located just opposite Kathriguppe Water Tank. The interiors are quite nice/ and they serve a mix of Indian and American snacks. The food isn't too good/ neither are the beverages. I've tried the Strawberry Milk Shake/ as well as Iced Tea and they have been nothing but flavored sugar syrups mixed with milk/water. My pick of beverages here is the Chikmagalur Filter Coffee/ which is priced at ?15. This cafÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ© is not really vintage/ but not terrible either.",notAvailable,Cafes,Banashankari,"NetBanking, CreditCard, DebitCard",50,180,no
https://www.zomato.com/bangalore/woodee-pizza-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTc0Mjc3IiwiMTg3MjM0OTQiLCIxODg2NzEyMiIsIjE4Njg4NDg5IiwxODUyOTA5MCwiNTYxNjYiLCI2MDkxOSIsIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,3353/ 2nd Cross/ Opposite Auden School/ Hoskerehalli Cross/ 3rd Stage/ Banashankari/ Bangalore,Woodee Pizza,Yes,No,3.7,180,+91 7406822844,Banashankari,Cafe,Cafe/ Pizza/ Fast Food/ Beverages,500,Rated 3.0'/ 'RATED-  Decided to take a break from my usual Pizza Parlour... And also coz I love the Pineapple and JalapeÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ±os combination that many pizza parlours don\'t make. Having found one thst makes it I decided to give it a shot.--Tried their:-Hot Golden Cake Pizza (Pineapple/ Corn and JalapeÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ±o,notAvailable,Cafes,Banashankari,"CreditCard, Cash",40,70,no
https://www.zomato.com/bangalore/cafe-coffee-day-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzIzNDk0IiwiMTg4NjcxMjIiLCIxODY4ODQ4OSIsIjE4NTI5MDkwIiw1NjE2NiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,SRF Complex/ Near BDA Complex/ Kathreguppe Main Road/ Banashankari/ Bangalore,Cafe Coffee Day,No,No,3.6,28,080 32486296,Banashankari,Cafe,Cafe/ Fast Food,900,Rated 4.0'/ 'RATED-  This outlet is better than other outlets. But the service was slow. Ambience was good. The garlic bread was not that great. But the other dishes were yum.,notAvailable,Cafes,Banashankari,"Paytm, GPay",50,80,no
https://www.zomato.com/bangalore/my-tea-house-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODY3MTIyIiwiMTg2ODg0ODkiLCIxODUyOTA5MCIsIjU2MTY2Iiw2MDkxOSwiMTgzOTY3NjAiLCIxODU5MzUxOSIsIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,224/Y/ 4th Phase/ 7th Block/ 100 Feet Ring Road/ Near Kamakya Theatre/ Banashankari/ Bangalore,My Tea House,Yes,No,3.6,62,080 65975430 and  and +91 7337733798,Banashankari,Quick Bites/ Cafe,Italian/ Fast Food/ Cafe/ European,600,"Rated 4.0'/ ""RATED-  So/ went here with friends for tea. The ambience is striking to say the least. The posters from tea gardens and a wide variety of tea stories in transparent bottles along with their description on the menu makes them all so tempting to try. They have a umpteen varieties of teas from basic chai and lemon tea to variants like saffron and cranberry. You name it/ they have it. They also have some food to go with it. But since I went there post lunch couldn't try. A quiet place on the main road. Perfect to hang out after work with friends or even family. A good alternative to the mundane coffee shops which have been asking the same variant of coffees for years now. Go give this place a try/ you won't regret it.--My rating-Ambience: 5/5-Value for money:4/5",notAvailable,Cafes,Banashankari,"Paytm, GPay",20,80,no
https://www.zomato.com/bangalore/hide-out-cafe-banashankari?context=eyJzZSI6eyJlIjpbIjE4Njg4NDg5IiwiMTg1MjkwOTAiLCI1NjE2NiIsIjYwOTE5IiwxODM5Njc2MCwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,775/1/ Opposite Gupta Collage/ 7th Block/ 3rd Stage/ Banashankari/ Bangalore,Hide Out Cafe,No,No,3.7,31,+91 9901481185,Banashankari,Cafe,Cafe,300,Rated 4.0'/ 'RATED-  The food was quite good/ we ordered chicken and eggfried rice which tasted pretty good.-The service was as expected and the ambience was also good but it felt like as if we were in a pub but overall it was nice.,notAvailable,Cafes,Banashankari,"NetBanking, CreditCard, DebitCard",30,180,no
